id,channel,title,url,published,views,duration,baseline,multiple,views_per_day,vpd_multiple
mLQyzVOBk28,Company Man,"""He's Dead. They Called For Help... For This?""",https://www.youtube.com/watch?v=mLQyzVOBk28,2026-07-29,22530,2003,23090,0.98,2048.2,2.60
rgip-VPgZfE,Company Man,Vince Staples AOTY?  + Lizzo  + Special Guest: Boots Riley  + MORE,https://www.youtube.com/watch?v=rgip-VPgZfE,2026-06-11,21924,18425,23090,0.95,371.6,0.47
9Gy19pdQBCY,Company Man,Vince Staples Made the Album Def Jam Didn't Want You to Hear,https://www.youtube.com/watch?v=9Gy19pdQBCY,2026-06-09,21766,684,23090,0.94,356.8,0.45
ThnqyRPbLUI,Company Man,"Kendrick's NEW Song Leaked & Fans Are Losing It (DJ Dahi ""Black Boy Alternative"")",https://www.youtube.com/watch?v=ThnqyRPbLUI,2026-07-21,21230,636,23090,0.92,1117.4,1.42
faeLVl_TgX0,Company Man,A$AP Rocky Adresses Drake + J. Cole's Monumental Tour + Killer Mike Takes Shots At FD? + MORE,https://www.youtube.com/watch?v=faeLVl_TgX0,2026-08-06,20649,18759,23090,0.89,6883.0,8.75
BRvZL_KCDpY,Company Man,Jay-Z + Kendrick Lamar +  Delicious Vinyl + The Rise Rap Schools,https://www.youtube.com/watch?v=BRvZL_KCDpY,2026-06-18,20042,22928,23090,0.87,385.4,0.49
2reW0Kqpcr0,Company Man,"""I Don't Wanna Be No CEO"" — Game's Wild Response To StatQuo & Glasses Malone",https://www.youtube.com/watch?v=2reW0Kqpcr0,2026-07-27,19108,1079,23090,0.83,1469.8,1.87
0gXKX7P_zGM,Company Man,Game Verzuz YG + Where Is Gen Z Star Power? + INTENSE Jay-Z Debate,https://www.youtube.com/watch?v=0gXKX7P_zGM,2026-07-23,19098,21297,23090,0.83,1123.4,1.43
p7H1AyjwJ5w,Company Man,Jay-Z's Billionaire Ego Is Showing,https://www.youtube.com/watch?v=p7H1AyjwJ5w,2026-07-16,19098,707,23090,0.83,795.8,1.01
dtADQiBK24E,Company Man,Stat Quo Reveals Game Thought Kendrick Lamar Was Dissing Him,https://www.youtube.com/watch?v=dtADQiBK24E,2026-07-22,17595,816,23090,0.76,977.5,1.24
II5TqBYNd6o,Company Man,Nolan Wells + XXL Freshman Cypher + Music Fans Vs. Content Fans + MORE,https://www.youtube.com/watch?v=II5TqBYNd6o,2026-07-30,16424,21791,23090,0.71,1642.4,2.09
pgY5a_I1pvQ,Company Man,Boosie Paid $600K for a Trump Pardon... Then Got Scammed,https://www.youtube.com/watch?v=pgY5a_I1pvQ,2026-07-15,15540,2039,23090,0.67,621.6,0.79
Tv3rvZ5oFxE,Company Man,Rick Chow Murdered Cyrus Carmack-Belton And Walked Free. Here Are The Details.,https://www.youtube.com/watch?v=Tv3rvZ5oFxE,2026-06-05,14620,1720,23090,0.63,224.9,0.29
-0HRzXk8vlk,Computerphile,Why AI Tokens are so Expensive - Computerphile,https://www.youtube.com/watch?v=-0HRzXk8vlk,2026-07-02,711240,1522,49993,14.23,18716.8,22.84
_MoRcYLN-7U,Computerphile,Post Quantum Cryptography - Computerphile,https://www.youtube.com/watch?v=_MoRcYLN-7U,2026-04-02,184184,807,49993,3.68,1427.8,1.74
YDdKiQNw80c,Computerphile,Vector Search with LLMs - Computerphile,https://www.youtube.com/watch?v=YDdKiQNw80c,2026-03-11,157543,1218,49993,3.15,1043.3,1.27
0GQ2RP-25gM,Computerphile,Why AI is like a (Clever Hans) Horse - Computerphile,https://www.youtube.com/watch?v=0GQ2RP-25gM,2026-06-25,149550,1123,49993,2.99,3323.3,4.06
k_kyepATqB8,Computerphile,Shor's Algorithm for Quantum Computing - Computerphile,https://www.youtube.com/watch?v=k_kyepATqB8,2026-07-09,135894,2339,49993,2.72,4383.7,5.35
2jJeSgO_MGo,Computerphile,Is it Possible to Block Childrens' Access to Social Media? - Computerphile,https://www.youtube.com/watch?v=2jJeSgO_MGo,2026-06-16,135810,1119,49993,2.72,2515.0,3.07
2Q6OvYjOJi0,Computerphile,GPS Hidden Messages - Computerphile,https://www.youtube.com/watch?v=2Q6OvYjOJi0,2026-07-16,116293,1167,49993,2.33,4845.5,5.91
cYS57xJuRP8,Computerphile,"Original Hello World in ""B"" Programming Language - Computerphile",https://www.youtube.com/watch?v=cYS57xJuRP8,2026-04-17,102777,549,49993,2.06,901.6,1.10
zuZBkTNrv0g,Computerphile,Digital Signal Processing With Audio Data - Computerphile,https://www.youtube.com/watch?v=zuZBkTNrv0g,2026-02-10,76305,1016,49993,1.53,423.9,0.52
-14t6_yu-7w,Computerphile,"The ""Trick"" that Compilers Use for Long Division - Computerphile",https://www.youtube.com/watch?v=-14t6_yu-7w,2026-05-26,73868,877,49993,1.48,984.9,1.20
Ly1v1BRVpz4,Computerphile,Coding a Guitar Sound in C - Computerphile,https://www.youtube.com/watch?v=Ly1v1BRVpz4,2026-03-05,73978,870,49993,1.48,471.2,0.58
E3hvLz717zM,Computerphile,Why Multi-Threaded Code Can Sometimes Misbehave (Weak Memory Concurrency) - Computerphile,https://www.youtube.com/watch?v=E3hvLz717zM,2026-05-18,71990,985,49993,1.44,867.3,1.06
AjQNDCYL5Rg,Computerphile,Bad Bot Problem - Computerphile,https://www.youtube.com/watch?v=AjQNDCYL5Rg,2026-02-19,69169,744,49993,1.38,404.5,0.49
0jmJdvI6f-A,Computerphile,Haptic Rendering - Computerphile,https://www.youtube.com/watch?v=0jmJdvI6f-A,2026-03-26,59957,1357,49993,1.20,440.9,0.54
kaD54VXxGrI,Computerphile,Fuzzing Programs to Find Bugs - Computerphile,https://www.youtube.com/watch?v=kaD54VXxGrI,2026-06-04,50924,1154,49993,1.02,771.6,0.94
x_pwyoLsvkw,Computerphile,Oversampling Data (Explained with Audio) - Computerphile,https://www.youtube.com/watch?v=x_pwyoLsvkw,2026-04-09,49063,875,49993,0.98,402.2,0.49
CnSYsUhlx14,Computerphile,Quantum Machine Learning - Computerphile,https://www.youtube.com/watch?v=CnSYsUhlx14,2026-07-23,45512,1075,49993,0.91,2677.2,3.27
_x0vbnUKYSU,Computerphile,Cyclic Redundancy Check (CRC) - Computerphile,https://www.youtube.com/watch?v=_x0vbnUKYSU,2026-02-25,43544,764,49993,0.87,263.9,0.32
SJocPm2E8eQ,Computerphile,Human Readable Code - Computerphile,https://www.youtube.com/watch?v=SJocPm2E8eQ,2026-05-29,43030,1371,49993,0.86,597.6,0.73
ihvbhwGblQg,Computerphile,Network Basics - Transport Layer and User Datagram Protocol Explained - Computerphile,https://www.youtube.com/watch?v=ihvbhwGblQg,2026-02-05,42221,921,49993,0.84,228.2,0.28
G1VgXqKZMZE,Computerphile,Finding Hardware Bugs - Computerphile,https://www.youtube.com/watch?v=G1VgXqKZMZE,2026-04-29,41685,1090,49993,0.83,408.7,0.50
C1E500opYHA,Computerphile,Generating 3D Models with Diffusion - Computerphile,https://www.youtube.com/watch?v=C1E500opYHA,2026-01-29,38737,977,49993,0.77,201.8,0.25
ZP6Bh3iWklQ,Computerphile,"Temporal Networks, Where Page Rank meets Lord of the Rings - Computerphile",https://www.youtube.com/watch?v=ZP6Bh3iWklQ,2026-03-19,32110,1366,49993,0.64,224.5,0.27
IADOV8UZO34,Computerphile,TCP a : Ensuring Your Data Gets There & in the Right Order! - Computerphile,https://www.youtube.com/watch?v=IADOV8UZO34,2026-06-13,30036,1046,49993,0.60,526.9,0.64
7WEewUVQabU,Computerphile,Hacking on the PDP1 Raspberry Pi Emulator - Computerphile,https://www.youtube.com/watch?v=7WEewUVQabU,2026-05-06,24345,1459,49993,0.49,256.3,0.31
dXBmCIfb92k,Computerphile,PiDP6 & Lisp - Computerphile,https://www.youtube.com/watch?v=dXBmCIfb92k,2026-07-28,21068,819,49993,0.42,1755.7,2.14
nKVML4YaBqs,Computerphile,TCP b : Additive Increase Multiplicative Decrease & 'Slow Start' - Computerphile,https://www.youtube.com/watch?v=nKVML4YaBqs,2026-06-15,17819,1568,49993,0.36,324.0,0.40
hISbyatih44,Computerphile,PiDP10 - Computerphile,https://www.youtube.com/watch?v=hISbyatih44,2026-07-29,17293,881,49993,0.35,1572.1,1.92
cDKPbMaLTA4,Computerphile,Recreating ITS - Computerphile,https://www.youtube.com/watch?v=cDKPbMaLTA4,2026-07-31,11798,448,49993,0.24,1310.9,1.60
tJMqVauWsjk,Computerphile,"ITS, Eliza & MiT's AI Lab - Computerphile",https://www.youtube.com/watch?v=tJMqVauWsjk,2026-07-30,11852,675,49993,0.24,1185.2,1.45
-01ZCTt-CJw,Fireship,Google just casually disrupted the open-source AI narrative…,https://www.youtube.com/watch?v=-01ZCTt-CJw,2026-04-08,1363245,315,766130,1.78,11083.3,0.97
d3Qq-rkp_to,Fireship,Claude Mythos is too dangerous for public consumption...,https://www.youtube.com/watch?v=d3Qq-rkp_to,2026-04-10,1094579,337,766130,1.43,9046.1,0.79
9OQ5vaYbGV0,Fireship,Google’s AI endgame is here… everything you missed at I/O 2026,https://www.youtube.com/watch?v=9OQ5vaYbGV0,2026-05-22,1069867,344,766130,1.40,13542.6,1.19
ey_GaPdC9zk,Fireship,One man just liberated Fable... and now it’s illegal,https://www.youtube.com/watch?v=ey_GaPdC9zk,2026-06-15,1006012,314,766130,1.31,18291.1,1.60
0pgCBV8CTZY,Fireship,Anthropic is starting to panic…,https://www.youtube.com/watch?v=0pgCBV8CTZY,2026-06-09,994715,303,766130,1.30,16306.8,1.43
YP73B9D20V4,Fireship,Open-weight AI just hit 2.8 trillion parameters…,https://www.youtube.com/watch?v=YP73B9D20V4,2026-07-22,986571,309,766130,1.29,54809.5,4.80
d53Zk28esmU,Fireship,GitHub is having some major issues right now…,https://www.youtube.com/watch?v=d53Zk28esmU,2026-04-30,990543,359,766130,1.29,9807.4,0.86
lkifbWtxxlk,Fireship,732 bytes of Python just borked every Linux machine on earth…,https://www.youtube.com/watch?v=lkifbWtxxlk,2026-05-04,916056,287,766130,1.20,9443.9,0.83
jeA-KBv0b68,Fireship,Claude just got another superpower...,https://www.youtube.com/watch?v=jeA-KBv0b68,2026-04-21,921263,312,766130,1.20,8375.1,0.73
JSuS-zXMVwE,Fireship,"Cursor ditches VS Code, but not everyone is happy...",https://www.youtube.com/watch?v=JSuS-zXMVwE,2026-04-06,897428,303,766130,1.17,7179.4,0.63
KOpTWx1Eou4,Fireship,"The most interesting ""hack"" in history...",https://www.youtube.com/watch?v=KOpTWx1Eou4,2026-07-23,870312,274,766130,1.14,51194.8,4.49
1PBRhm5ZnjU,Fireship,Anthropic begged the world to stop AI… then shipped this,https://www.youtube.com/watch?v=1PBRhm5ZnjU,2026-06-11,825548,309,766130,1.08,13992.3,1.23
URKml8lgw8Y,Fireship,OpenAI is so back... GPT 5.6 Sol first look,https://www.youtube.com/watch?v=URKml8lgw8Y,2026-07-10,817742,299,766130,1.07,27258.1,2.39
M51asSwRLxA,Fireship,This $12 billion startup finally shipped something...,https://www.youtube.com/watch?v=M51asSwRLxA,2026-07-20,778283,319,766130,1.02,38914.2,3.41
KGtko3y2RXQ,Fireship,Claude is definitely not conscious…,https://www.youtube.com/watch?v=KGtko3y2RXQ,2026-07-08,783652,277,766130,1.02,24489.1,2.15
3tbB2dffx0s,Fireship,I can’t believe this trial is real...,https://www.youtube.com/watch?v=3tbB2dffx0s,2026-05-15,753977,406,766130,0.98,8767.2,0.77
jxGJT1weu4w,Fireship,Did Anthropic just kill the indie hacker...?,https://www.youtube.com/watch?v=jxGJT1weu4w,2026-07-29,681450,287,766130,0.89,61950.0,5.43
MtxP2pyCvYA,Fireship,Every operating system concept in one video…,https://www.youtube.com/watch?v=MtxP2pyCvYA,2026-05-07,671821,691,766130,0.88,7147.0,0.63
CXSvKcLovAk,Fireship,The most controversial rewrite in history just shipped...,https://www.youtube.com/watch?v=CXSvKcLovAk,2026-07-15,664743,352,766130,0.87,26589.7,2.33
ML3q7Ok4hJg,Fireship,I read every major CS paper of the last 100 years...,https://www.youtube.com/watch?v=ML3q7Ok4hJg,2026-06-17,652457,612,766130,0.85,12310.5,1.08
FM5-R4VPArw,Fireship,I finally found a use case for OpenClaw…,https://www.youtube.com/watch?v=FM5-R4VPArw,2026-04-23,617832,315,766130,0.81,5720.7,0.50
Sntj4HmuykI,Fireship,The most trusted code on Earth is being rewritten in Rust,https://www.youtube.com/watch?v=Sntj4HmuykI,2026-06-19,582879,320,766130,0.76,11429.0,1.00
gwTQLZSIlsU,Fireship,A single PR just hijacked the NPM registry...,https://www.youtube.com/watch?v=gwTQLZSIlsU,2026-05-14,580327,376,766130,0.76,6670.4,0.58
2X2V3xv_jik,Fireship,The safest way to store Bitcoin was just hacked...,https://www.youtube.com/watch?v=2X2V3xv_jik,2026-08-05,564260,310,766130,0.74,141065.0,12.36
qPuzWFvRajk,Fireship,10 weird OSS projects you need right now...,https://www.youtube.com/watch?v=qPuzWFvRajk,2026-05-26,562583,423,766130,0.73,7501.1,0.66
a2i9h2ip-nY,Fireship,Midjourney has a new side quest... death,https://www.youtube.com/watch?v=a2i9h2ip-nY,2026-06-23,535261,326,766130,0.70,11388.5,1.00
5D4Zqp9GLSc,Fireship,"OpenAI gets sued for stealing, again…",https://www.youtube.com/watch?v=5D4Zqp9GLSc,2026-07-17,493492,296,766130,0.64,21456.2,1.88
piah4fV_o2Q,Fireship,Millions of WordPress sites just got hacked... again,https://www.youtube.com/watch?v=piah4fV_o2Q,2026-04-16,468824,316,766130,0.61,4076.7,0.36
JfPWbttemYE,Fireship,The forgotten developer who saved JavaScript...,https://www.youtube.com/watch?v=JfPWbttemYE,2026-05-29,321917,389,766130,0.42,4471.1,0.39
7B0ydm64cV8,Fireship,The weird history of the internet...,https://www.youtube.com/watch?v=7B0ydm64cV8,2026-07-01,310623,486,766130,0.41,7964.7,0.70
GV8KGcFqeLc,Johnny Harris,Is Fascism Back?,https://www.youtube.com/watch?v=GV8KGcFqeLc,2026-02-26,7449034,3708,3578224,2.08,45420.9,3.54
bLOEhycMG78,Johnny Harris,"The Modern Middle East, Explained",https://www.youtube.com/watch?v=bLOEhycMG78,2026-03-13,6716662,11178,3578224,1.88,45078.3,3.52
aDbtrdfYqBc,Johnny Harris,Why the US is deporting so many people,https://www.youtube.com/watch?v=aDbtrdfYqBc,2025-10-31,5980046,2727,3578224,1.67,21205.8,1.65
1U51yx3FwAY,Johnny Harris,Nukes are way scarier than you think,https://www.youtube.com/watch?v=1U51yx3FwAY,2025-07-24,5798985,2824,3578224,1.62,15220.4,1.19
VISDGlpX0WI,Johnny Harris,What’s ACTUALLY Happening in North Korea,https://www.youtube.com/watch?v=VISDGlpX0WI,2025-06-25,5680161,2753,3578224,1.59,13854.1,1.08
JMObz0Dgq7M,Johnny Harris,"Gold Explained, Finally",https://www.youtube.com/watch?v=JMObz0Dgq7M,2025-10-24,5422381,1936,3578224,1.52,18762.6,1.46
2tuS1LLOcsI,Johnny Harris,What’s really happening in the ocean’s “dark zones”,https://www.youtube.com/watch?v=2tuS1LLOcsI,2025-11-10,5182827,1872,3578224,1.45,19054.5,1.49
-DDbYSg0Alw,Johnny Harris,The REAL reason the US can’t beat Iran,https://www.youtube.com/watch?v=-DDbYSg0Alw,2026-07-16,4921589,2371,3578224,1.38,205066.2,16.00
x-XdOaZPhBw,Johnny Harris,Why This Island Could Trigger World War 3,https://www.youtube.com/watch?v=x-XdOaZPhBw,2025-12-18,4240981,1743,3578224,1.19,18123.9,1.41
23owsv-R0fs,Johnny Harris,How the Mormon Church Made $293 Billion,https://www.youtube.com/watch?v=23owsv-R0fs,2025-09-13,4187350,4207,3578224,1.17,12688.9,0.99
nAFw5i39m9I,Johnny Harris,"China’s Dirty Money Problem, Explained",https://www.youtube.com/watch?v=nAFw5i39m9I,2026-04-16,4125116,1998,3578224,1.15,35870.6,2.80
J4qqIJ312zI,Johnny Harris,"1955 vs 2025, who actually had it better?",https://www.youtube.com/watch?v=J4qqIJ312zI,2025-06-18,4038477,1449,3578224,1.13,9684.6,0.76
92WpOi-GeuA,Johnny Harris,The Truth about Area 51,https://www.youtube.com/watch?v=92WpOi-GeuA,2025-08-28,3966323,2281,3578224,1.11,11463.4,0.89
PpyPB3BF-hQ,Johnny Harris,What Being a BILLIONAIRE Really Looks Like,https://www.youtube.com/watch?v=PpyPB3BF-hQ,2025-11-21,3728339,2189,3578224,1.04,14284.8,1.11
4S25FfbFw4M,Johnny Harris,Oligarchy is worse than you think,https://www.youtube.com/watch?v=4S25FfbFw4M,2026-06-18,3583257,2927,3578224,1.00,68908.8,5.38
8uoJNv9ufjM,Johnny Harris,Why Nothing Feels Exciting Anymore,https://www.youtube.com/watch?v=8uoJNv9ufjM,2025-05-22,3573191,2318,3578224,1.00,8047.7,0.63
OMbV1rIPhCg,Johnny Harris,How Switzerland Engineered the Perfect Country,https://www.youtube.com/watch?v=OMbV1rIPhCg,2025-12-11,3119837,2586,3578224,0.87,12945.4,1.01
rvYRifKrS24,Johnny Harris,The World's Most Ignored War Explained,https://www.youtube.com/watch?v=rvYRifKrS24,2025-06-12,3117838,1943,3578224,0.87,7370.8,0.58
JZqa2wQdORo,Johnny Harris,Space WAR Has Already Begun,https://www.youtube.com/watch?v=JZqa2wQdORo,2025-05-29,3093314,2177,3578224,0.86,7078.5,0.55
rPckDuTaSnw,Johnny Harris,"India vs China, Explained",https://www.youtube.com/watch?v=rPckDuTaSnw,2025-12-22,2723285,1898,3578224,0.76,11840.4,0.92
nSBbX5gn1Lg,Johnny Harris,Why USA 1.0 failed,https://www.youtube.com/watch?v=nSBbX5gn1Lg,2025-12-04,2500064,1963,3578224,0.70,10080.9,0.79
WcHWQnoE95w,Johnny Harris,Why You Don’t Trust Tap Water,https://www.youtube.com/watch?v=WcHWQnoE95w,2025-08-01,2519385,1595,3578224,0.70,6754.4,0.53
wyo1u9WxUG4,Johnny Harris,Why Groceries Are SO Expensive Now,https://www.youtube.com/watch?v=wyo1u9WxUG4,2025-07-10,2415532,1616,3578224,0.68,6115.3,0.48
GRDGQERSmDE,Johnny Harris,The Dark Truth of the Panama Canal,https://www.youtube.com/watch?v=GRDGQERSmDE,2025-10-09,2217104,2420,3578224,0.62,7293.1,0.57
-NuXpwB2DV4,Johnny Harris,How billionaires buy American elections,https://www.youtube.com/watch?v=-NuXpwB2DV4,2025-11-25,2119940,2658,3578224,0.59,8248.8,0.64
dMMHSXn9pow,Johnny Harris,The Prison Break That Embarrassed an Entire Country,https://www.youtube.com/watch?v=dMMHSXn9pow,2025-11-15,2111106,1905,3578224,0.59,7906.8,0.62
T0oqR_IimvA,Johnny Harris,"The American war machine, explained",https://www.youtube.com/watch?v=T0oqR_IimvA,2026-07-30,1742358,11596,3578224,0.49,174235.8,13.59
Pc6sCGS6Jfc,Johnny Harris,The Real Story Behind the Mormon Church,https://www.youtube.com/watch?v=Pc6sCGS6Jfc,2026-05-23,1023024,7808,3578224,0.29,13115.7,1.02
0rKDo3hKbVk,Johnny Harris,The Internet Didn't Fail. It Was Taken.,https://www.youtube.com/watch?v=0rKDo3hKbVk,2026-02-19,879538,782,3578224,0.25,5143.5,0.40
vmGm8xn_1Ro,Johnny Harris,Talking news and media with Max Fisher,https://www.youtube.com/watch?v=vmGm8xn_1Ro,2026-03-03,178875,2590,3578224,0.05,1125.0,0.09
tLdRBsuvVKc,Kevin Fang,"Dev Deletes Entire Production Database, Chaos Ensues",https://www.youtube.com/watch?v=tLdRBsuvVKc,2023-04-26,3472510,620,494515,7.02,2891.3,4.54
GEbn3nHyKnA,Kevin Fang,How One Line of Code Almost Blew Up the Internet,https://www.youtube.com/watch?v=GEbn3nHyKnA,2023-02-20,2334052,827,494515,4.72,1843.6,2.90
qzZLvw2AdvM,Kevin Fang,How A Steam Bug Deleted Someone’s Entire PC,https://www.youtube.com/watch?v=qzZLvw2AdvM,2024-01-19,1309807,709,494515,2.65,1403.9,2.20
dsHyUgGMht0,Kevin Fang,How GitHub's Database Self-Destructed in 43 Seconds,https://www.youtube.com/watch?v=dsHyUgGMht0,2023-06-12,1243437,724,494515,2.51,1077.5,1.69
R7VVwfh0Wpo,Kevin Fang,How This SQL Command Blew Up a Billion Dollar Company,https://www.youtube.com/watch?v=R7VVwfh0Wpo,2023-03-13,828109,791,494515,1.67,665.1,1.04
DDe-S3uef2w,Kevin Fang,"Cloudflare Deploys Really Slow Code, Takes Down Entire Company",https://www.youtube.com/watch?v=DDe-S3uef2w,2023-07-24,803039,804,494515,1.62,722.2,1.13
3GOAUyipnM4,Kevin Fang,"Google Accidentally Deletes $135 Billion Pension Fund, Chaos Ensues",https://www.youtube.com/watch?v=3GOAUyipnM4,2024-08-07,795722,557,494515,1.61,1087.1,1.71
r7HV4s-4ksQ,Kevin Fang,Capital One's $200M Cloud Data Breach,https://www.youtube.com/watch?v=r7HV4s-4ksQ,2023-04-13,652805,684,494515,1.32,537.7,0.84
pKh5fNuj2-w,Kevin Fang,One Server Broke. They Lost Everything.,https://www.youtube.com/watch?v=pKh5fNuj2-w,2025-08-26,628397,745,494515,1.27,1805.7,2.84
tGXV-ZRwcUM,Kevin Fang,How Not To Secure Your Company (Target Data Breach),https://www.youtube.com/watch?v=tGXV-ZRwcUM,2023-09-04,595074,596,494515,1.20,556.1,0.87
Nkm8BuMc4sQ,Kevin Fang,Software Update Deletes Everything Older than 10 Days,https://www.youtube.com/watch?v=Nkm8BuMc4sQ,2025-10-25,560305,689,494515,1.13,1945.5,3.06
OYrYgiktraE,Kevin Fang,How Slack Slowly Destroyed Itself Over 8 Hours,https://www.youtube.com/watch?v=OYrYgiktraE,2025-02-21,521740,780,494515,1.06,977.0,1.53
Ui5op0N700A,Kevin Fang,The Worst Website Launch of All Time,https://www.youtube.com/watch?v=Ui5op0N700A,2023-05-17,494515,813,494515,1.00,419.1,0.66
VjR8OJtGQLM,Kevin Fang,How Roblox Went Down For 73 Hours,https://www.youtube.com/watch?v=VjR8OJtGQLM,2024-07-09,484628,984,494515,0.98,636.8,1.00
0Rl76cZ7Nic,Kevin Fang,How Bad Leap Day Math Took Down Microsoft,https://www.youtube.com/watch?v=0Rl76cZ7Nic,2024-05-02,397182,689,494515,0.80,479.1,0.75
fBotXyqkf28,Kevin Fang,Polish Amazon Offers Deal So Good Their Servers Implode,https://www.youtube.com/watch?v=fBotXyqkf28,2023-11-09,355696,485,494515,0.72,354.3,0.56
kUtarOlOT3Y,Kevin Fang,How This Missing Shell Option Took Down Cloudflare,https://www.youtube.com/watch?v=kUtarOlOT3Y,2024-11-30,259855,585,494515,0.53,421.2,0.66
W42YJYkO8gw,Kevin Fang,Primary Fails. Secondary Deleted. Company Self-Destructs.,https://www.youtube.com/watch?v=W42YJYkO8gw,2026-01-07,256330,845,494515,0.52,1197.8,1.88
VGJkDm0_G-U,Kevin Fang,How One Mistake Broke Canada’s Internet For an Entire Day,https://www.youtube.com/watch?v=VGJkDm0_G-U,2025-04-25,209181,649,494515,0.42,444.1,0.70
K3kcbLxGwB0,Kevin Fang,How They Speedran AWS Admin Access in 8 Minutes,https://www.youtube.com/watch?v=K3kcbLxGwB0,2026-05-28,186574,525,494515,0.38,2555.8,4.01
OFrLviyDNyw,Kevin Fang,Can ChatGPT solve the world's hardest puzzles?,https://www.youtube.com/watch?v=OFrLviyDNyw,2023-01-16,62787,528,494515,0.13,48.3,0.08
2LoTBuviFGE,Kevin Fang,Real day in the life of a Twitter software engineer,https://www.youtube.com/watch?v=2LoTBuviFGE,2022-10-31,33322,375,494515,0.07,24.2,0.04
SCdGhmpKcU8,Kevin Fang,Software Engineer Interview Simulator,https://www.youtube.com/watch?v=SCdGhmpKcU8,2022-05-14,24551,233,494515,0.05,15.9,0.02
XmnfqYPYwSw,Kevin Fang,How many ways can this puzzle be solved?,https://www.youtube.com/watch?v=XmnfqYPYwSw,2022-01-16,13790,397,494515,0.03,8.3,0.01
uhoxAKB02GU,Kevin Fang,Chipotle Race to Rewards bot,https://www.youtube.com/watch?v=uhoxAKB02GU,2021-06-24,9282,188,494515,0.02,5.0,0.01
2t6-AxpZXiA,Low Level,I Hacked This Amazon Router. What I Found Should be Illegal.,https://www.youtube.com/watch?v=2t6-AxpZXiA,2026-08-03,557975,800,276194,2.02,92995.8,24.79
wlMgNtBipe4,Low Level,AI Was a Mistake,https://www.youtube.com/watch?v=wlMgNtBipe4,2026-06-03,437887,595,276194,1.59,6535.6,1.74
H7u2VfUZyV0,Low Level,Stop Using These Headphones (Seriously),https://www.youtube.com/watch?v=H7u2VfUZyV0,2026-07-03,394025,682,276194,1.43,10649.3,2.84
SKuJ60kD8wg,Low Level,Wordpress Situation is Absolutely Insane,https://www.youtube.com/watch?v=SKuJ60kD8wg,2026-07-27,384660,640,276194,1.39,29589.2,7.89
QGC40AfmgY0,Low Level,AI Did This.,https://www.youtube.com/watch?v=QGC40AfmgY0,2026-06-12,361301,660,276194,1.31,6229.3,1.66
m5t08CREHcE,Low Level,The GitHub situation just got worse...,https://www.youtube.com/watch?v=m5t08CREHcE,2026-05-06,347223,560,276194,1.26,3655.0,0.97
MaFK5AXpXXw,Low Level,This Exploits LITERALLY Every Linux Distro,https://www.youtube.com/watch?v=MaFK5AXpXXw,2026-05-01,340800,866,276194,1.23,3408.0,0.91
WMZRHpq-0lk,Low Level,They're hacking PDFs now,https://www.youtube.com/watch?v=WMZRHpq-0lk,2026-04-23,339900,604,276194,1.23,3147.2,0.84
LZAZvm34rYs,Low Level,Claude Mythos is Actually Scary,https://www.youtube.com/watch?v=LZAZvm34rYs,2026-04-08,312353,810,276194,1.13,2539.5,0.68
IS4OgH74gY4,Low Level,Mythos has been unleashed (we have results),https://www.youtube.com/watch?v=IS4OgH74gY4,2026-05-21,307880,601,276194,1.11,3848.5,1.03
H-SgQP3Hif0,Low Level,dude wtf,https://www.youtube.com/watch?v=H-SgQP3Hif0,2026-05-27,304406,769,276194,1.10,4113.6,1.10
BxdWlV5LI_4,Low Level,The Linux Kernel is Falling Apart.,https://www.youtube.com/watch?v=BxdWlV5LI_4,2026-07-15,302359,773,276194,1.09,12094.4,3.22
VtFaQjTcRts,Low Level,Researcher Drops INSANE Exploit.,https://www.youtube.com/watch?v=VtFaQjTcRts,2026-06-26,295514,607,276194,1.07,6716.2,1.79
ty1IGU9U8_o,Low Level,it's time for the talk.,https://www.youtube.com/watch?v=ty1IGU9U8_o,2026-07-06,291771,644,276194,1.06,8581.5,2.29
gDpuFDCLvBc,Low Level,The First Domino Has Fallen...,https://www.youtube.com/watch?v=gDpuFDCLvBc,2026-06-15,277718,444,276194,1.01,5049.4,1.35
-_TWFbw8XjU,Low Level,HUGE password manager got compromised,https://www.youtube.com/watch?v=-_TWFbw8XjU,2026-04-28,274671,546,276194,0.99,2666.7,0.71
fGo6JEQ7pPg,Low Level,researchers find unfixable bug in the iphone,https://www.youtube.com/watch?v=fGo6JEQ7pPg,2026-06-23,267568,592,276194,0.97,5692.9,1.52
74FjlxQgftg,Low Level,The problem with AI agents..,https://www.youtube.com/watch?v=74FjlxQgftg,2026-05-18,262865,504,276194,0.95,3167.0,0.84
Q0pKjLMOvFE,Low Level,He Leaked Windows Exploits For Revenge,https://www.youtube.com/watch?v=Q0pKjLMOvFE,2026-04-16,259930,677,276194,0.94,2260.3,0.60
8s9jaIPR7PU,Low Level,another linux 0-day just dropped...,https://www.youtube.com/watch?v=8s9jaIPR7PU,2026-05-08,229911,778,276194,0.83,2472.2,0.66
tCzdgOg301Q,Low Level,dude wtf,https://www.youtube.com/watch?v=tCzdgOg301Q,2026-07-31,186236,787,276194,0.67,20692.9,5.52
WBgdAkol0VQ,Low Level,"Stop Updating Your Software (No, Seriously)",https://www.youtube.com/watch?v=WBgdAkol0VQ,2026-04-14,185120,617,276194,0.67,1582.2,0.42
